"","V1","spot","siteid","GRIDID","x","y","FF","MD","FW","FO","WL","UB","WB","BU","BL","ELE","ELEMAX","ELEMIN","ELERA","ELESD","Slope","Aspect","ASR","dog","cat","total","buffer","year","worktime","species","count","OI","diet","nest","diet_number","diet_total","nest_number","nest_total"
"95",95,"沙崙機5","A09-52","3826_293294",293500,2786500,300417.2583,0,372394.4907,0,0,327188.251,0,0,0,22.26203209,56,8,48,8.645677444,4.37163,264.8201599,1552.252262,7,7,7,FALSE,2018,6564,"dog",4,0.609384521633151,"ground","ground",26,159,1,159
"96",96,"沙崙機5","A09-52","3826_293294",293500,2786500,300417.2583,0,372394.4907,0,0,327188.251,0,0,0,22.26203209,56,8,48,8.645677444,4.37163,264.8201599,1552.252262,7,7,7,FALSE,2019,8339.02,"dog",18,2.15852702116076,"ground","ground",21,154,2,154
"97",97,"沙崙機5","A09-52","3826_293294",293500,2786500,300417.2583,0,372394.4907,0,0,327188.251,0,0,0,22.26203209,56,8,48,8.645677444,4.37163,264.8201599,1552.252262,7,7,7,FALSE,2020,5241,"dog",4,0.763213127265789,"ground","ground",22,140,NA,NA
"98",98,"沙崙機5","A09-52","3826_293294",293500,2786500,300417.2583,0,372394.4907,0,0,327188.251,0,0,0,22.26203209,56,8,48,8.645677444,4.37163,264.8201599,1552.252262,7,7,7,FALSE,2021,6442.48,"dog",1,0.155219729048441,"ground","ground",42,230,2,230
"99",99,"沙崙機6","A09-52","3826_293294",293500,2786500,300417.2583,0,372394.4907,0,0,327188.251,0,0,0,22.26203209,56,8,48,8.645677444,4.37163,264.8201599,1552.252262,7,7,7,FALSE,2017,2141,"dog",1,0.467071461933676,"ground","ground",18,149,NA,NA
"100",100,"沙崙機6","A09-52","3826_293294",293500,2786500,300417.2583,0,372394.4907,0,0,327188.251,0,0,0,22.26203209,56,8,48,8.645677444,4.37163,264.8201599,1552.252262,7,7,7,FALSE,2018,7566.15,"dog",16,2.11468183950887,"ground","ground",26,159,1,159
"101",101,"沙崙機6","A09-52","3826_293294",293500,2786500,300417.2583,0,372394.4907,0,0,327188.251,0,0,0,22.26203209,56,8,48,8.645677444,4.37163,264.8201599,1552.252262,7,7,7,FALSE,2019,8719.5,"dog",24,2.75245140202993,"ground","ground",21,154,2,154
"102",102,"沙崙機6","A09-52","3826_293294",293500,2786500,300417.2583,0,372394.4907,0,0,327188.251,0,0,0,22.26203209,56,8,48,8.645677444,4.37163,264.8201599,1552.252262,7,7,7,FALSE,2020,6696.76,"dog",1,0.149325942694676,"ground","ground",22,140,NA,NA
"103",103,"沙崙機6","A09-52","3826_293294",293500,2786500,300417.2583,0,372394.4907,0,0,327188.251,0,0,0,22.26203209,56,8,48,8.645677444,4.37163,264.8201599,1552.252262,7,7,7,FALSE,2021,393,"dog",1,2.54452926208651,"ground","ground",42,230,2,230
"104",104,"沙崙機7","A09-52","3826_293294",293500,2786500,300417.2583,0,372394.4907,0,0,327188.251,0,0,0,22.26203209,56,8,48,8.645677444,4.37163,264.8201599,1552.252262,7,7,7,FALSE,2021,3936.43,"dog",5,1.27018643796536,"ground","ground",42,230,2,230
"105",105,"AK","A04-05","3826_291806",305500,2783500,37191.11206,18595.55603,0,925617.7759,0,0,0,18595.55603,0,621.0926916,821,455,366,96.38887352,17.5744,203.2422791,1698.665129,1,1,3,FALSE,2015,2256,"dog",0,0,"ground","ground",9,91,9,91
"106",106,"馬槽2","A01-02","3826_293308",307500,2786500,0,0,0,1e+06,0,0,0,0,0,445.3395722,571,332,239,52.27704226,16.19422,44.42637634,1506.984514,2,1,3,FALSE,2016,504,"dog",1,1.98412698412698,"ground","ground",5,66,3,66
"107",107,"二子3","A04-71","3826_293303",302500,2786500,0,0,0,1e+06,0,0,0,0,0,847.6631016,981,707,274,54.50695104,21.43218,324.6304321,1555.842048,3,2,4,FALSE,2016,2256,"dog",0,0,"ground","ground",NA,NA,NA,NA
"108",108,"紗帽1","A04-86","3826_290805",304500,2781500,104204.5892,7273.849609,0,841785.1362,0,39462.57532,0,7273.849609,0,351.9645329,572,212,360,67.63774582,19.07093,239.6271667,1550.30581,1,1,1,FALSE,2016,1800,"dog",5,2.77777777777778,"ground","ground",NA,NA,NA,NA
"109",109,"七星2","A04-05","3826_291806",305500,2783500,37191.11206,18595.55603,0,925617.7759,0,0,0,18595.55603,0,621.0926916,821,455,366,96.38887352,17.5744,203.2422791,1698.665129,1,1,3,FALSE,2017,1968,"dog",1,0.508130081300813,"ground","ground",5,91,5,91
"110",110,"馬槽8","A01-02","3826_293308",307500,2786500,0,0,0,1e+06,0,0,0,0,0,445.3395722,571,332,239,52.27704226,16.19422,44.42637634,1506.984514,2,1,3,FALSE,2017,1656,"dog",3,1.81159420289855,"ground","ground",5,62,4,62
"111",111,"二子6","A04-71","3826_293303",302500,2786500,0,0,0,1e+06,0,0,0,0,0,847.6631016,981,707,274,54.50695104,21.43218,324.6304321,1555.842048,3,2,4,FALSE,2017,1584,"dog",22,13.8888888888889,"ground","ground",NA,NA,NA,NA
"112",112,"七星相1","A04-05","3826_291806",305500,2783500,37191.11206,18595.55603,0,925617.7759,0,0,0,18595.55603,0,621.0926916,821,455,366,96.38887352,17.5744,203.2422791,1698.665129,1,1,3,FALSE,2017,2304,"dog",0,0,"ground","ground",5,91,5,91
"113",113,"二子相1","A04-71","3826_293303",302500,2786500,0,0,0,1e+06,0,0,0,0,0,847.6631016,981,707,274,54.50695104,21.43218,324.6304321,1555.842048,3,2,4,FALSE,2017,2304,"dog",3,1.30208333333333,"ground","ground",NA,NA,NA,NA
"114",114,"菜公坑相1","A04-71","3826_293303",302500,2786500,0,0,0,1e+06,0,0,0,0,0,847.6631016,981,707,274,54.50695104,21.43218,324.6304321,1555.842048,3,2,4,FALSE,2017,2304,"dog",0,0,"ground","ground",NA,NA,NA,NA
"115",115,"馬槽相","A01-02","3826_293308",307500,2786500,0,0,0,1e+06,0,0,0,0,0,445.3395722,571,332,239,52.27704226,16.19422,44.42637634,1506.984514,2,1,3,FALSE,2017,2280,"dog",0,0,"ground","ground",5,62,4,62
"116",116,"CY67B","A37-07","3826_170693",192500,2541500,185339.1503,51343.55064,0,711973.7484,0,0,0,51343.55064,0,219.0677362,313,109,204,54.02635895,16.97419,9.432590485,1533.320585,1,1,1,FALSE,2018,2304,"dog",0,0,"ground","ground",4,45,NA,NA
"117",117,"CY67B","A37-07","3826_170693",192500,2541500,185339.1503,51343.55064,0,711973.7484,0,0,0,51343.55064,0,219.0677362,313,109,204,54.02635895,16.97419,9.432590485,1533.320585,1,1,1,FALSE,2019,6216,"dog",0,0,"ground","ground",3,26,2,26
"118",118,"CY67B","A37-07","3826_170693",192500,2541500,185339.1503,51343.55064,0,711973.7484,0,0,0,51343.55064,0,219.0677362,313,109,204,54.02635895,16.97419,9.432590485,1533.320585,1,1,1,FALSE,2020,7776,"dog",2,0.257201646090535,"ground","ground",NA,NA,NA,NA
"119",119,"CY67B","A37-07","3826_170693",192500,2541500,185339.1503,51343.55064,0,711973.7484,0,0,0,51343.55064,0,219.0677362,313,109,204,54.02635895,16.97419,9.432590485,1533.320585,1,1,1,FALSE,2021,5832,"dog",8,1.37174211248285,"ground","ground",1,21,NA,NA
"120",120,"HC09B","A05-22","3826_273804",303500,2747500,0,0,0,1e+06,0,0,0,0,0,379.8044983,710,199,511,129.2219792,29.36703,312.7067261,1357.689269,3,3,3,FALSE,2018,7560,"dog",2,0.264550264550265,"ground","ground",NA,NA,NA,NA
"121",121,"HC09B","A05-22","3826_273804",303500,2747500,0,0,0,1e+06,0,0,0,0,0,379.8044983,710,199,511,129.2219792,29.36703,312.7067261,1357.689269,3,3,3,FALSE,2019,7800,"dog",0,0,"ground","ground",NA,NA,NA,NA
"122",122,"HC09B","A05-22","3826_273804",303500,2747500,0,0,0,1e+06,0,0,0,0,0,379.8044983,710,199,511,129.2219792,29.36703,312.7067261,1357.689269,3,3,3,FALSE,2020,7200,"dog",2,0.277777777777778,"ground","ground",NA,NA,NA,NA
"123",123,"HC09B","A05-22","3826_273804",303500,2747500,0,0,0,1e+06,0,0,0,0,0,379.8044983,710,199,511,129.2219792,29.36703,312.7067261,1357.689269,3,3,3,FALSE,2021,5832,"dog",0,0,"ground","ground",NA,NA,NA,NA
"124",124,"HC24B","A27-10","3826_258737",236500,2717500,112768.9892,30755.17886,0,825720.6531,0,0,0,30755.17886,0,97.32352941,142,45,97,21.578352,12.92363,296.2360535,1559.70658,1,1,1,FALSE,2018,8040,"dog",9,1.11940298507463,"ground","ground",1,66,NA,NA
"125",125,"HC24B","A27-10","3826_258737",236500,2717500,112768.9892,30755.17886,0,825720.6531,0,0,0,30755.17886,0,97.32352941,142,45,97,21.578352,12.92363,296.2360535,1559.70658,1,1,1,FALSE,2019,6984,"dog",12,1.71821305841924,"ground","ground",7,77,3,77
"126",126,"HC24B","A27-10","3826_258737",236500,2717500,112768.9892,30755.17886,0,825720.6531,0,0,0,30755.17886,0,97.32352941,142,45,97,21.578352,12.92363,296.2360535,1559.70658,1,1,1,FALSE,2020,8616,"dog",2,0.232126276694522,"ground","ground",8,66,5,66
"127",127,"HC24B","A27-10","3826_258737",236500,2717500,112768.9892,30755.17886,0,825720.6531,0,0,0,30755.17886,0,97.32352941,142,45,97,21.578352,12.92363,296.2360535,1559.70658,1,1,1,FALSE,2021,5736,"dog",0,0,"ground","ground",9,74,4,74
"128",128,"NT15B","A32-12","3826_215739",238500,2631500,360930.3089,41920.06243,0,555229.5662,0,0,0,41920.06243,0,398.0692042,606,318,288,82.80293268,18.0322,148.3148193,1586.095915,1,1,1,FALSE,2018,6600,"dog",0,0,"ground","ground",NA,NA,NA,NA
"129",129,"NT15B","A32-12","3826_215739",238500,2631500,360930.3089,41920.06243,0,555229.5662,0,0,0,41920.06243,0,398.0692042,606,318,288,82.80293268,18.0322,148.3148193,1586.095915,1,1,1,FALSE,2019,8496,"dog",0,0,"ground","ground",NA,NA,NA,NA
"130",130,"NT15B","A32-12","3826_215739",238500,2631500,360930.3089,41920.06243,0,555229.5662,0,0,0,41920.06243,0,398.0692042,606,318,288,82.80293268,18.0322,148.3148193,1586.095915,1,1,1,FALSE,2020,8040,"dog",2,0.248756218905473,"ground","ground",10,41,1,41
"131",131,"NT15B","A32-12","3826_215739",238500,2631500,360930.3089,41920.06243,0,555229.5662,0,0,0,41920.06243,0,398.0692042,606,318,288,82.80293268,18.0322,148.3148193,1586.095915,1,1,1,FALSE,2021,5832,"dog",0,0,"ground","ground",13,82,1,82
"132",132,"NT20B","A32-11","3826_204739",238500,2609500,282138.9207,125658.3291,0,545243.9731,0,0,0,46958.77713,0,840.5597148,1020,755,265,63.84650781,17.1802,103.170929,1609.336775,1,1,1,FALSE,2018,7920,"dog",3,0.378787878787879,"ground","ground",NA,NA,NA,NA
"133",133,"NT20B","A32-11","3826_204739",238500,2609500,282138.9207,125658.3291,0,545243.9731,0,0,0,46958.77713,0,840.5597148,1020,755,265,63.84650781,17.1802,103.170929,1609.336775,1,1,1,FALSE,2019,8760,"dog",1,0.114155251141553,"ground","ground",NA,NA,NA,NA
"134",134,"NT20B","A32-11","3826_204739",238500,2609500,282138.9207,125658.3291,0,545243.9731,0,0,0,46958.77713,0,840.5597148,1020,755,265,63.84650781,17.1802,103.170929,1609.336775,1,1,1,FALSE,2020,7176,"dog",4,0.557413600891862,"ground","ground",NA,NA,NA,NA
"135",135,"NT20B","A32-11","3826_204739",238500,2609500,282138.9207,125658.3291,0,545243.9731,0,0,0,46958.77713,0,840.5597148,1020,755,265,63.84650781,17.1802,103.170929,1609.336775,1,1,1,FALSE,2021,5040,"dog",0,0,"ground","ground",NA,NA,NA,NA
"136",136,"TD30","A08-09","3826_117310",309500,2434500,0,0,0,857019.6151,0,0,142980.3849,0,0,90.46371348,340,0,340,61.40839828,14.5548,211.1519775,1584.965066,1,1,1,FALSE,2019,4920,"dog",1,0.203252032520325,"ground","ground",NA,NA,NA,NA
"137",137,"TD30","A08-09","3826_117310",309500,2434500,0,0,0,857019.6151,0,0,142980.3849,0,0,90.46371348,340,0,340,61.40839828,14.5548,211.1519775,1584.965066,1,1,1,FALSE,2020,1224,"dog",0,0,"ground","ground",NA,NA,NA,NA
"138",138,"JJ-02","A32-03","3826_219231",230500,2638500,0,0,0,1e+06,0,0,0,0,0,440.8823529,589,332,257,46.09622101,14.39353,251.4367371,1596.272653,1,1,1,FALSE,2013,5636.3,"dog",8,1.41937086386459,"ground","ground",6,148,3,148
"139",139,"JJ-02","A32-03","3826_219231",230500,2638500,0,0,0,1e+06,0,0,0,0,0,440.8823529,589,332,257,46.09622101,14.39353,251.4367371,1596.272653,1,1,1,FALSE,2014,5728.66,"dog",9,1.57104802868385,"ground","ground",7,165,NA,NA
"140",140,"JJ-02","A32-03","3826_219231",230500,2638500,0,0,0,1e+06,0,0,0,0,0,440.8823529,589,332,257,46.09622101,14.39353,251.4367371,1596.272653,1,1,1,FALSE,2015,8760,"dog",24,2.73972602739726,"ground","ground",11,186,2,186
"141",141,"JJ-02","A32-03","3826_219231",230500,2638500,0,0,0,1e+06,0,0,0,0,0,440.8823529,589,332,257,46.09622101,14.39353,251.4367371,1596.272653,1,1,1,FALSE,2016,8784,"dog",14,1.59380692167577,"ground","ground",11,174,4,174
"142",142,"JJ-02","A32-03","3826_219231",230500,2638500,0,0,0,1e+06,0,0,0,0,0,440.8823529,589,332,257,46.09622101,14.39353,251.4367371,1596.272653,1,1,1,FALSE,2017,6886.4,"dog",7,1.01649628252788,"ground","ground",14,170,7,170
"143",143,"JJ-02","A32-03","3826_219231",230500,2638500,0,0,0,1e+06,0,0,0,0,0,440.8823529,589,332,257,46.09622101,14.39353,251.4367371,1596.272653,1,1,1,FALSE,2018,6671.1,"dog",4,0.59960126515867,"ground","ground",21,246,5,246
"144",144,"雙溪山相","A04-06","3826_290310",309500,2780500,0,0,0,1e+06,0,0,0,0,0,362.6836007,489,258,231,46.35500729,17.60936,213.2791138,1601.451319,0,0,1,FALSE,2017,1392,"dog",0,0,"ground","ground",5,66,1,66
"145",145,"HC10A","A12-02","3826_264774",273500,2729500,0,0,0,1e+06,0,0,0,0,0,771.0311943,996,583,413,97.15262589,27.2411,1.345980525,1468.525401,0,0,1,FALSE,2018,3720,"dog",0,0,"ground","ground",6,115,2,115
"146",146,"HC10A","A12-02","3826_264774",273500,2729500,0,0,0,1e+06,0,0,0,0,0,771.0311943,996,583,413,97.15262589,27.2411,1.345980525,1468.525401,0,0,1,FALSE,2019,7368,"dog",0,0,"ground","ground",NA,NA,NA,NA
"147",147,"HC10A","A12-02","3826_264774",273500,2729500,0,0,0,1e+06,0,0,0,0,0,771.0311943,996,583,413,97.15262589,27.2411,1.345980525,1468.525401,0,0,1,FALSE,2020,3144,"dog",0,0,"ground","ground",NA,NA,NA,NA
"148",148,"HC10A","A12-02","3826_264774",273500,2729500,0,0,0,1e+06,0,0,0,0,0,771.0311943,996,583,413,97.15262589,27.2411,1.345980525,1468.525401,0,0,1,FALSE,2021,2112,"dog",0,0,"ground","ground",8,158,3,158
"149",149,"HC34","B10-13","3826_258280",279500,2716500,0,0,0,1e+06,0,0,0,0,0,1737.546713,2035,1480,555,139.8156797,29.20736,67.67718506,1635.854209,0,0,1,FALSE,2018,7008,"dog",0,0,"ground","ground",7,104,6,104
"150",150,"HC34","B10-13","3826_258280",279500,2716500,0,0,0,1e+06,0,0,0,0,0,1737.546713,2035,1480,555,139.8156797,29.20736,67.67718506,1635.854209,0,0,1,FALSE,2019,6336,"dog",0,0,"ground","ground",NA,NA,NA,NA
"151",151,"HC34","B10-13","3826_258280",279500,2716500,0,0,0,1e+06,0,0,0,0,0,1737.546713,2035,1480,555,139.8156797,29.20736,67.67718506,1635.854209,0,0,1,FALSE,2020,6216,"dog",0,0,"ground","ground",NA,NA,NA,NA
"152",152,"HC34","B10-13","3826_258280",279500,2716500,0,0,0,1e+06,0,0,0,0,0,1737.546713,2035,1480,555,139.8156797,29.20736,67.67718506,1635.854209,0,0,1,FALSE,2021,4632,"dog",0,0,"ground","ground",NA,NA,NA,NA
"153",153,"F01","A05-15","3826_269810",309500,2739500,0,0,0,1e+06,0,0,0,0,0,712.0606061,858,643,215,45.81727522,17.1962,184.0688324,1651.42969,0,0,2,FALSE,2022,1463.9,"dog",0,0,"ground","ground",4,117,2,117
"154",154,"F02","A05-15","3826_269810",309500,2739500,0,0,0,1e+06,0,0,0,0,0,712.0606061,858,643,215,45.81727522,17.1962,184.0688324,1651.42969,0,0,2,FALSE,2022,1463.7,"dog",0,0,"ground","ground",4,117,2,117
"155",155,"太平南國巷機1","A29-02","3826_232728",227500,2665500,195246.7517,0,0,804753.2483,0,0,0,0,0,308.4117647,419,227,192,44.68359516,19.3069,324.6421509,1531.452937,0,0,1,TRUE,2019,834.5,"dog",0,0,"ground","ground",16,149,4,149
"156",156,"太平南國巷機2","A29-02","3826_232728",227500,2665500,195246.7517,0,0,804753.2483,0,0,0,0,0,308.4117647,419,227,192,44.68359516,19.3069,324.6421509,1531.452937,1,0,1,TRUE,2019,2658.5,"dog",3,1.12845589618206,"ground","ground",16,149,4,149
"157",157,"桃園機9","A09-66","3826_282784",283500,2765500,130801.0271,5287.068311,0,204174.1783,0,654450.658,0,5287.068311,0,123.7629758,191,81,110,21.01669824,8.06394,228.4578094,1588.633459,1,1,1,TRUE,2019,6190.4,"dog",331,53.4698888601706,"ground","ground",NA,NA,NA,NA
"158",158,"打鐵坑溪機2","A09-53","3826_273274",273500,2746500,705352.5396,37167.73796,0,132839.9845,0,87471.99988,0,37167.73796,0,243.1327986,275,198,77,16.46730713,7.3809,60.48890305,1582.20368,1,0,1,TRUE,2020,2675,"dog",4,1.49532710280374,"ground","ground",25,160,4,160
"159",159,"ZZ1","A04-17","3826_291802",301500,2783500,0,0,0,1e+06,0,0,0,0,0,525.7716263,741,290,451,102.192918,26.1048,194.8464966,1587.737704,1,1,1,TRUE,2012,4824,"dog",2,0.414593698175788,"ground","ground",1,28,1,28
"160",160,"ZZ1","A04-17","3826_291802",301500,2783500,0,0,0,1e+06,0,0,0,0,0,525.7716263,741,290,451,102.192918,26.1048,194.8464966,1587.737704,1,1,1,TRUE,2013,384,"dog",0,0,"ground","ground",11,91,7,91
"161",161,"擎天1","A01-11","3826_292308",307500,2784500,140817.969,50500.90063,0,758180.2297,0,0,0,50500.90063,0,755.4368512,891,568,323,51.61549677,15.63241,45.62818909,1631.444123,0,0,1,TRUE,2016,720,"dog",0,0,"ground","ground",NA,NA,NA,NA
"162",162,"中正4","A04-17","3826_291802",301500,2783500,0,0,0,1e+06,0,0,0,0,0,525.7716263,741,290,451,102.192918,26.1048,194.8464966,1587.737704,1,0,1,TRUE,2017,1680,"dog",23,13.6904761904762,"ground","ground",NA,NA,NA,NA
"163",163,"菜公坑相1","A04-04","3826_293303",302500,2786500,0,0,0,1e+06,0,0,0,0,0,847.6631016,981,707,274,54.50695104,21.43218,324.6304321,1555.842048,0,0,1,TRUE,2017,2304,"dog",0,0,"ground","ground",15,110,13,110
"164",164,"HC07A","A09-23","3826_272762",261500,2745500,542493.5602,268817.4397,132414.7518,43057.26103,0,0,0,13216.98723,0,85.36898396,181,58,123,22.58845241,6.29634,201.3499451,1576.262791,1,1,1,TRUE,2018,6792,"dog",2,0.294464075382803,"ground","ground",NA,NA,NA,NA
"165",165,"HC07A","A09-23","3826_272762",261500,2745500,542493.5602,268817.4397,132414.7518,43057.26103,0,0,0,13216.98723,0,85.36898396,181,58,123,22.58845241,6.29634,201.3499451,1576.262791,1,1,1,TRUE,2019,7368,"dog",107,14.5222584147666,"ground","ground",NA,NA,NA,NA
"166",166,"HC07A","A09-23","3826_272762",261500,2745500,542493.5602,268817.4397,132414.7518,43057.26103,0,0,0,13216.98723,0,85.36898396,181,58,123,22.58845241,6.29634,201.3499451,1576.262791,1,1,1,TRUE,2020,8160,"dog",431,52.8186274509804,"ground","ground",NA,NA,NA,NA
"167",167,"HC07A","A09-23","3826_272762",261500,2745500,542493.5602,268817.4397,132414.7518,43057.26103,0,0,0,13216.98723,0,85.36898396,181,58,123,22.58845241,6.29634,201.3499451,1576.262791,1,1,1,TRUE,2021,5640,"dog",1,0.177304964539007,"ground","ground",8,34,NA,NA
"168",168,"HC35","B13-01","3826_255258",257500,2710500,0,0,0,1e+06,0,0,0,0,0,2439.862457,2613,2145,468,101.6203972,25.12611,72.37327576,1815.261109,1,1,1,TRUE,2018,7152,"dog",4,0.559284116331096,"ground","ground",8,188,16,188
"169",169,"HC35","B13-01","3826_255258",257500,2710500,0,0,0,1e+06,0,0,0,0,0,2439.862457,2613,2145,468,101.6203972,25.12611,72.37327576,1815.261109,1,1,1,TRUE,2019,8280,"dog",4,0.483091787439614,"ground","ground",4,93,7,93
"170",170,"HC35","B13-01","3826_255258",257500,2710500,0,0,0,1e+06,0,0,0,0,0,2439.862457,2613,2145,468,101.6203972,25.12611,72.37327576,1815.261109,1,1,1,TRUE,2020,8520,"dog",1,0.117370892018779,"ground","ground",12,124,20,124
"171",171,"HC35","B13-01","3826_255258",257500,2710500,0,0,0,1e+06,0,0,0,0,0,2439.862457,2613,2145,468,101.6203972,25.12611,72.37327576,1815.261109,1,1,1,TRUE,2021,4344,"dog",0,0,"ground","ground",1,88,7,88
"172",172,"NT18A","A32-06","3826_210233",232500,2620500,0,0,0,1e+06,0,0,0,0,0,981.4714795,1181,744,437,90.25592246,24.16402,93.75688171,1648.414481,1,1,1,TRUE,2018,6384,"dog",3,0.469924812030075,"ground","ground",13,198,9,198
"173",173,"NT18A","A32-06","3826_210233",232500,2620500,0,0,0,1e+06,0,0,0,0,0,981.4714795,1181,744,437,90.25592246,24.16402,93.75688171,1648.414481,1,1,1,TRUE,2019,8760,"dog",1,0.114155251141553,"ground","ground",8,119,7,119
"174",174,"NT18A","A32-06","3826_210233",232500,2620500,0,0,0,1e+06,0,0,0,0,0,981.4714795,1181,744,437,90.25592246,24.16402,93.75688171,1648.414481,1,1,1,TRUE,2020,5736,"dog",2,0.348675034867503,"ground","ground",13,189,9,189
"175",175,"NT18A","A32-06","3826_210233",232500,2620500,0,0,0,1e+06,0,0,0,0,0,981.4714795,1181,744,437,90.25592246,24.16402,93.75688171,1648.414481,1,1,1,TRUE,2021,3264,"dog",1,0.306372549019608,"ground","ground",10,187,6,187
"176",176,"PT21","B38-07","3826_176227",226500,2552500,0,0,0,1e+06,0,0,0,0,0,1527.743945,1814,1227,587,127.0790228,28.08795,132.0254822,1744.086489,1,1,1,TRUE,2018,8232,"dog",0,0,"ground","ground",12,233,10,233
"177",177,"PT21","B38-07","3826_176227",226500,2552500,0,0,0,1e+06,0,0,0,0,0,1527.743945,1814,1227,587,127.0790228,28.08795,132.0254822,1744.086489,1,1,1,TRUE,2019,7296,"dog",0,0,"ground","ground",20,250,16,250
"178",178,"PT21","B38-07","3826_176227",226500,2552500,0,0,0,1e+06,0,0,0,0,0,1527.743945,1814,1227,587,127.0790228,28.08795,132.0254822,1744.086489,1,1,1,TRUE,2020,8016,"dog",0,0,"ground","ground",21,255,18,255
"179",179,"PT21","B38-07","3826_176227",226500,2552500,0,0,0,1e+06,0,0,0,0,0,1527.743945,1814,1227,587,127.0790228,28.08795,132.0254822,1744.086489,1,1,1,TRUE,2021,2928,"dog",1,0.341530054644809,"ground","ground",22,256,21,256
"180",180,"TD34","A08-02","3826_121307",306500,2442500,42272.74878,1103.750366,0,511278.2734,0,0,444241.4771,1103.750366,0,108.2473348,338,3,335,76.41593496,16.26615,351.4683228,1437.929176,1,1,1,TRUE,2019,4896,"dog",1,0.204248366013072,"ground","ground",NA,NA,NA,NA
"181",181,"TD34","A08-02","3826_121307",306500,2442500,42272.74878,1103.750366,0,511278.2734,0,0,444241.4771,1103.750366,0,108.2473348,338,3,335,76.41593496,16.26615,351.4683228,1437.929176,1,1,1,TRUE,2020,8064,"dog",2,0.248015873015873,"ground","ground",NA,NA,NA,NA
"182",182,"TD34","A08-02","3826_121307",306500,2442500,42272.74878,1103.750366,0,511278.2734,0,0,444241.4771,1103.750366,0,108.2473348,338,3,335,76.41593496,16.26615,351.4683228,1437.929176,1,1,1,TRUE,2021,2496,"dog",2,0.801282051282051,"ground","ground",NA,NA,NA,NA
"183",183,"萬大機2","B30-02","3826_226264",263500,2652500,0,0,0,964138.7339,0,0,35861.26611,0,0,1000.403114,1219,893,326,82.54684184,25.56282,223.4051056,1565.23424,1,0,2,FALSE,2014,3081.08,"cat",0,0,"ground","ground",15,164,6,164
"184",184,"萬大機2","B30-02","3826_226264",263500,2652500,0,0,0,964138.7339,0,0,35861.26611,0,0,1000.403114,1219,893,326,82.54684184,25.56282,223.4051056,1565.23424,1,0,2,FALSE,2015,2437.75,"cat",0,0,"ground","ground",18,158,8,158
"185",185,"高地機4","A34-04","3826_164184",183500,2528500,442611.2704,119027.9651,0,319332.7994,0,0,0,119027.9651,0,222.5363322,300,86,214,50.48213458,11.52169,87.5581131,1586.046491,1,0,1,FALSE,2018,200.83,"cat",0,0,"ground","ground",10,96,NA,NA
"186",186,"高地機4","A34-04","3826_164184",183500,2528500,442611.2704,119027.9651,0,319332.7994,0,0,0,119027.9651,0,222.5363322,300,86,214,50.48213458,11.52169,87.5581131,1586.046491,1,0,1,FALSE,2019,3013.37,"cat",0,0,"ground","ground",12,112,NA,NA
"187",187,"半屏機1","A34-52","3826_155680",179500,2511500,206245.5458,209365.1141,0,288369.7801,0,296019.5599,0,0,0,76.55795848,180,18,162,47.44389435,15.31293,60.99570465,1505.635027,2,0,2,FALSE,2021,745.92,"cat",0,0,"ground","ground",1,101,NA,NA
"188",188,"半屏機2","A34-52","3826_155680",179500,2511500,206245.5458,209365.1141,0,288369.7801,0,296019.5599,0,0,0,76.55795848,180,18,162,47.44389435,15.31293,60.99570465,1505.635027,2,0,2,FALSE,2021,863.63,"cat",0,0,"ground","ground",1,101,NA,NA
"189",189,"國7二機2","A34-38","3826_150686",185500,2501500,430808.1771,273549.2998,195837.5038,49218.94737,0,1367.124512,0,49218.94737,0,26.71626298,64,11,53,9.573469967,5.15951,307.4430237,1551.025967,1,0,1,FALSE,2019,153.53,"cat",0,0,"ground","ground",10,58,NA,NA
"190",190,"國7二機2","A34-38","3826_150686",185500,2501500,430808.1771,273549.2998,195837.5038,49218.94737,0,1367.124512,0,49218.94737,0,26.71626298,64,11,53,9.573469967,5.15951,307.4430237,1551.025967,1,0,1,FALSE,2020,3182.35,"cat",0,0,"ground","ground",9,67,1,67
"191",191,"曾機B1","A36-17","3826_188708",207500,2577500,59206.59167,630558.1115,20765.79309,174944,0,0,114525.5038,0,0,215.6105169,246,169,77,15.26079863,6.0538,309.9814758,1572.855999,1,0,1,FALSE,2012,3155.04,"cat",0,0,"ground","ground",NA,NA,NA,NA
"192",192,"曾機B1","A36-17","3826_188708",207500,2577500,59206.59167,630558.1115,20765.79309,174944,0,0,114525.5038,0,0,215.6105169,246,169,77,15.26079863,6.0538,309.9814758,1572.855999,1,0,1,FALSE,2013,6439.23,"cat",0,0,"ground","ground",NA,NA,NA,NA
"193",193,"Q","A01-15","3826_295306",305500,2790500,0,0,0,1e+06,0,0,0,0,0,620.3172906,859,465,394,70.14419224,20.66085,305.3707275,1532.545282,1,0,2,FALSE,2014,4752,"cat",0,0,"ground","ground",NA,NA,NA,NA
"194",194,"Q","A01-15","3826_295306",305500,2790500,0,0,0,1e+06,0,0,0,0,0,620.3172906,859,465,394,70.14419224,20.66085,305.3707275,1532.545282,1,0,2,FALSE,2015,3480,"cat",0,0,"ground","ground",NA,NA,NA,NA
